"Date";"Open";"High";"Low";"Close";"Volume";"Market.Cap"
2015-01-05;264,195;278,341;264,195;274,57;49619788,8888889;3740067881,33239
2015-01-06;274,474;287,553;272,696;285,835;29156465,8536585;3790903300,96032
2015-01-07;286,189;298,754;283,079;293,909;24491203,4722222;3940542175,39016
2015-01-08;294,337;294,337;282,175;283,5;22995271,875;3950542204,87548
2015-01-09;283,349;291,114;280,533;290,408;19266206,5989848;3879409276,09492
2015-01-10;287,303;288,127;273,966;274,697;19179360,9489051;3788617935,14076
2015-01-11;274,796;279,638;265,039;267,88;14941563,5416667;3744726129,61439
2015-01-12;265,66;272,203;265,2;267,94;19900580,5555556;3700869207,09491
2015-01-13;267,796;268,277;219,906;222,973;46667544,0972222;3285524907,2476
2015-01-14;225,861;225,861;171,51;178,795;83898494,7735192;2690696718,58368
2015-01-15;178,103;229,067;176,897;210,482;98351723,6111111;2809545036,01522
2015-01-16;209,844;221,591;199,771;207,832;59276175,3472222;2894865279,06822
2015-01-17;208,097;211,731;194,875;199,279;31657332,7526132;2754969723,08689
2015-01-18;199,26;218,695;194,506;210,591;25334091,6666667;2840657479,64496
2015-01-19;210,339;216,728;207,318;214,761;24348881,9444444;2924412496,13433
2015-01-20;214,861;215,241;205,153;211,258;21699269,4444444;2871173536,74369
2015-01-21;211,315;227,788;211,212;226,878;20850395,1219512;2953786368,72419
2015-01-22;226,897;237,019;226,434;232,832;40287801,7361111;3198342836,90274
2015-01-23;233,406;234,845;225,196;232,909;25792802,4305556;3161637648,2436
2015-01-24;232,879;248,21;230,022;247,864;21773208,0139373;3263833383,07181
2015-01-25;247,847;255,074;243,89;253,477;31492829,5138889;3410510931,08354
2015-01-26;253,718;309,384;253,718;273,388;80132512,8472222;3900356479,43442
2015-01-27;273,473;275,48;250,653;263,918;70461913,8888889;3587750171,11213
2015-01-28;263,475;266,535;227,046;233,651;34175668,2926829;3481142863,15647
2015-01-29;233,915;238,706;220,712;233,521;42532605,9027778;3186958130,9957
2015-01-30;233,513;242,851;225,839;225,839;30103906,25;3190990551,62449
2015-01-31;226,425;233,504;216,309;217,8;23533107,0175439;3140957292,33736
2015-02-01;217,464;231,574;212,015;226,998;26177301,3888889;3003562811,9002
2015-02-02;226,972;242,175;222,659;238,469;29859298,2638889;3122146130,30682
2015-02-03;238,229;245,957;224,483;227,129;38142432,9861111;3256028518,53536
2015-02-04;227,268;230,058;221,113;226,147;32906926,9230769;3114947808,22182
2015-02-05;226,853;239,405;214,725;216,969;24377348,2638889;3089400040,96502
2015-02-06;217,111;230,51;216,232;222,236;25214846,3414634;3046082848,97898
2015-02-07;222,266;230,299;222,266;227,72;22751003,1358885;3126088565,07785
2015-02-08;227,754;229,438;221,077;223,3;19479428,4722222;3107583892,34044
2015-02-09;223,412;223,977;217,019;219,838;21018298,2578397;3054340640,28213
2015-02-10;220,11;221,807;215,332;220,053;24379975,6944444;3020713042,95522
2015-02-11;219,732;223,406;218,074;219,004;20429250,8710801;3051893763,72665
2015-02-12;219,185;222,199;217,614;221,609;15482650;3038015092,57431
2015-02-13;221,764;240,259;221,262;235,488;29902353,8194444;3208498043,77313
2015-02-14;235,427;259,808;235,427;257,747;42832044,4055944;3404528656,15458
2015-02-15;257,321;265,611;227,684;233,704;53506791,2891986;3463475257,06453
2015-02-16;234,825;239,521;229,022;233,71;46726012,5;3245383343,93185
2015-02-17;233,843;245,775;232,314;243,452;25185610,8013937;3298455694,42352
2015-02-18;243,61;244,251;232,34;236,216;26480426,7361111;3321469201,52452
2015-02-19;236,326;242,672;235,592;240,701;21984973,9583333;3298162603,44331
2015-02-20;240,283;247,101;239,299;244,077;23921576,3888889;3368277360,6741
2015-02-21;243,779;255,32;243,184;244,376;17709515,1408451;3393934145,17463
2015-02-22;244,534;246,392;233,851;236,145;13857649,3055556;3348417840,93735
2015-02-23;235,977;240,109;232,421;238,702;17710039,5833333;3276518999,97086
2015-02-24;238,892;239,901;236,402;238,79;16175405,9233449;3307160808,03435
2015-02-25;238,735;239,34;235,53;237,38;13415927,0833333;3300354799,60029
2015-02-26;237,47;237,71;234,257;236,558;13091257,9861111;3281945192,54923
2015-02-27;236,426;256,653;236,426;253,828;30844405,9479554;3468357831,16457
2015-02-28;253,52;254,692;249,479;254,274;25485243,2624113;3504279975,87577
2015-03-01;254,263;261,66;245,933;260,371;13746793,75;3496305652,18362
2015-03-02;260,202;276,301;258,313;275,598;32971381,9444444;3650683203,83851
2015-03-03;275,67;285,796;268,161;281,702;44364694,6902655;3809944816,9104
2015-03-04;281,99;284,225;268,126;273,457;45789361,6487455;3885585958,52148
2015-03-05;273,092;281,667;264,769;275,968;40100308,6805556;3764445004,44784
2015-03-06;276,178;277,608;270,015;272,6;38645388,8888889;3792884207,99258
2015-03-07;272,723;277,854;270,133;276,18;22026182,8671329;3796753543,76984
2015-03-08;276,261;277,858;272,565;274,383;19532804,8611111;3831230014,10912
2015-03-09;274,354;292,701;273,893;289,861;34566001,3986014;3930858676,05802
2015-03-10;289,607;300,044;289,607;291,696;69603594,4055944;4094007956,82439
2015-03-11;291,76;297,391;290,508;296,468;50939541,1149826;4090887984,201
2015-03-12;296,379;297,088;292,413;294,727;33172506,25;4099160728,90986
2015-03-13;294,354;294,498;286,526;286,526;30383695,8188153;4052982444,6712
2015-03-14;285,337;286,342;280,976;282,24;29209395,4545455;3940569170,48103
2015-03-15;281,885;286,529;280,996;285,607;14843439,9305556;3956577508,43334
2015-03-16;286,393;294,112;285,685;290,524;18391076,7361111;4050604087,27077
2015-03-17;290,593;292,365;284,374;285,465;19390672,9166667;4037272316,01553
2015-03-18;285,505;285,505;249,87;256,65;33585634,4947735;3818495508,09692
2015-03-19;256,299;264,244;248,636;260,741;62116360,9756098;3590837682,5889
2015-03-20;260,928;264,848;259,162;261,829;36421799,6515679;3649280537,12957
2015-03-21;261,749;262,196;255,65;260,018;17798787,0629371;3626064752,44941
2015-03-22;260,025;269,747;259,59;267,969;14600921,1805556;3656061084,5615
2015-03-23;267,96;277,297;261,745;266,682;21315790,625;3737938209,02126
2015-03-24;266,74;267,003;244,155;245,055;29283736,1111111;3581788537,5063
2015-03-25;245,595;249,19;236,515;246,081;42491392,6829268;3452905572,27211
2015-03-26;246,197;254,354;244,905;248,482;28722047,9166667;3489332995,79147
2015-03-27;248,532;256,811;245,213;247,066;23357474,3055556;3469568008,59717
2015-03-28;247,029;254,205;246,975;252,89;16767115,0877193;3520293108,20318
2015-03-29;252,798;253,139;240,85;242,637;17790287,5886525;3442820923,01502
2015-03-30;242,713;249,242;239,214;247,657;22727267,9104478;3443189915,23382
2015-03-31;247,526;248,73;242,739;244,14;21904602,1052632;3438435977,04088
2015-04-01;244,224;247,541;241,16;247,289;21983263,75;3418916254,94344
2015-04-02;247,272;254,461;245,416;253,024;23836645,4545455;3480979025,20764
2015-04-03;253,005;256,043;251,879;254,321;26836771,3286713;3557383600,31695
2015-04-04;254,322;255,258;251,1;253,83;17892766,2020906;3546665731,0139
2015-04-05;253,697;260,675;251,942;260,451;13221818,641115;3580323626,61891
2015-04-06;260,598;261,798;254,575;255,527;21282867,3611111;3620470539,26409
2015-04-07;255,492;255,805;252,205;253,451;20464069,0972222;3557357646,13074
2015-04-08;253,18;253,847;244,215;245,084;22124065,3710247;3491946680,99725
2015-04-09;245,022;246,118;239,4;243,744;27322916,3194444;3418385181,64656
2015-04-10;243,676;243,694;232,771;235,881;23803851,0416667;3343933989,89972
2015-04-11;236,072;239,537;234,175;236,637;24275550,5226481;3314683550,40471
2015-04-12;236,552;237,728;233,495;236,071;14498120,4861111;3318301314,95379
2015-04-13;236,153;236,935;221,996;224,81;15095382,2916667;3267035586,59699
2015-04-14;224,587;224,976;216,323;219,163;36191389,8245614;3102041591,26275
2015-04-15;219,159;223,656;218,649;223,656;28400835,0553506;3109360719,08293
2015-04-16;223,833;229,672;223,833;228,615;24491935,3146853;3192533632,63015
2015-04-17;228,573;228,906;221,942;222,951;21363387,1080139;3159164367,84342
2015-04-18;222,882;224,316;220,876;223,417;16619705,6338028;3136079418,79313
2015-04-19;223,356;226,353;222,373;222,604;13467615,5477032;3160343223,00442
2015-04-20;222,6;226,351;221,977;224,645;16828246,1267606;3156487876,90773
2015-04-21;224,626;235,122;224,301;234,462;18483512,2377622;3187031022,15934
2015-04-22;235,269;237,909;233,476;233,881;27896409,7560976;3320014765,5886
2015-04-23;234,176;236,475;233,199;236,475;19920133,5664336;3305168101,30948
2015-04-24;236,462;236,462;229,933;231,215;21248075,6944444;3261083575,18084
2015-04-25;231,268;232,561;226,337;226,483;16704080,0995025;3226842341,83857
2015-04-26;226,39;226,944;214,874;219,391;22278758,1881533;3088753092,72188
2015-04-27;219,43;233,305;218,023;229,219;25575364,5833333;3123378556,61018
2015-04-28;229,286;229,495;223,069;225,749;35962736,1403509;3182019756,68878
2015-04-29;225,855;227,04;223,43;226,002;19555204,7101449;3171952246,18585
2015-04-30;225,808;239,563;224,993;235,997;25522612,9824561;3266974381,53138
2015-05-01;236,145;238,966;232,155;232,155;27798349,4773519;3316856335,89904
2015-05-02;232,079;235,727;232,079;235,027;16459297,5438596;3313635437,59653
2015-05-03;234,93;243,24;234,083;240,376;15230510,4529617;3380089782,20795
2015-05-04;240,358;242,638;237,81;239,004;18155844,9122807;3390018829,06083
2015-05-05;239,018;239,204;232,054;236,121;24112546,5454545;3324733955,23907
2015-05-06;236,249;236,454;229,231;229,439;20314082,733813;3316756498,43336
2015-05-07;229,782;239,105;228,573;237,135;32251069,4444444;3281892838,22578
2015-05-08;237,334;246,275;236,274;243,94;28396472,9166667;3390403535,32211
2015-05-09;243,863;247,804;239,639;242,022;27321360,7638889;3429250135,2118
2015-05-10;241,832;244,068;238,849;240,491;16237837,0629371;3411267769,59307
2015-05-11;240,296;244,27;239,376;241,949;16872073,2638889;3414261408,01601
2015-05-12;242,158;242,881;240,099;241,494;21330665,1567944;3417333592,84719
2015-05-13;241,112;243,704;235,045;236,525;18771225,4355401;3430691258,73208
2015-05-14;236,377;237,799;234,057;236,886;27504704,1666667;3346507068,86568
2015-05-15;236,929;238,753;236,795;237,589;21586096,5277778;3362855028,96402
2015-05-16;237,605;237,697;235,295;236,185;14323140,9722222;3353516477,24509
2015-05-17;236,153;238,025;236,01;236,796;10473493,1010453;3353253534,07516
2015-05-18;236,802;237,21;232,46;232,98;12964179,3706294;3347421350,83009
2015-05-19;233,128;234,151;231,817;231,936;16989196,5156794;3301694442,12995
2015-05-20;231,947;234,683;231,842;233,959;14876891,6376307;3306486817,53392
2015-05-21;234,018;236,242;233,835;235,349;15627859,375;3333907308,43803
2015-05-22;235,344;240,969;235,06;240,463;18697210,0694444;3365380253,49152
2015-05-23;240,348;241,025;238,691;238,916;23306749,4773519;3406611169,52655
2015-05-24;238,872;241,978;238,811;240,95;12417004,5454545;3409046170,04884
2015-05-25;240,953;241,021;236,637;237,096;13187185,6643357;3387781554,29833
2015-05-26;237,11;238,242;235,692;237,249;14999795,4063604;3371851481,12197
2015-05-27;237,116;238,636;236,695;237,277;17261091,4590747;3373386182,03435
2015-05-28;237,283;237,824;236,652;237,397;16616650,5791506;3372598531,57111
2015-05-29;237,408;237,522;235,731;237,115;14946369,4444444;3366297189,3876
2015-05-30;237,096;237,096;232,046;233,495;14234332,6315789;3329542968,70705
2015-05-31;233,345;233,345;229,542;229,968;12913179,4425087;3300288851,3365
2015-06-01;230,19;231,713;221,296;222,926;19407985,9649123;3232509033,76631
2015-06-02;222,894;226,416;222,419;225,827;24994365,0909091;3191267944,79146
2015-06-03;225,803;227,404;223,93;225,8;18991333,1010453;3216312279,00458
2015-06-04;225,874;226,581;224,054;224,273;15809486,8055556;3209573575,41885
2015-06-05;224,324;225,968;223,179;224,97;17000379,1666667;3196456691,56977
2015-06-06;224,952;225,719;224,379;225,616;14361861,5942029;3204741920,9782
2015-06-07;225,619;226,194;222,652;223,39;11981162,71777;3200611818,04939
2015-06-08;222,881;229,464;222,839;228,536;17321369,0972222;3219474991,14158
2015-06-09;228,489;230,954;227,929;229,103;28453549,6527778;3269821484,26831
2015-06-10;229,048;229,782;228,01;228,839;19940991,2891986;3263199630,36069
2015-06-11;228,803;230,287;228,767;229,689;15596744,4444444;3275507525,9476
2015-06-12;229,705;231,057;229,313;230,057;13864802,7777778;3283656983,06202
2015-06-13;229,982;232,652;229,21;232,297;13452911,2318841;3289654057,70442
2015-06-14;232,402;234,858;232,004;233,554;13403188,5017422;3330682292,3495
2015-06-15;233,543;237,836;233,422;236,861;15019094,0972222;3358805959,76456
2015-06-16;236,823;251,742;236,122;250,431;27651092,3611111;3453196841,432
2015-06-17;250,895;256,853;246,476;248,922;48214697,9094077;3585136627,14074
2015-06-18;249,284;252,108;244,127;248,873;36441462,1527778;3556637400,49593
2015-06-19;249,007;250,977;243,787;244,519;25736086,1111111;3542970185,54902
2015-06-20;244,606;245,828;240,627;245,23;24208856,9444444;3475919163,61745
2015-06-21;245,212;245,224;241,882;243,946;14144761,5384615;3482479455,0344
2015-06-22;243,944;247,917;243,779;246,998;14778768,0555556;3514063021,43566
2015-06-23;246,99;247,304;243,133;244,346;16167243,75;3504395505,27562
2015-06-24;244,296;244,341;240,525;240,525;16055075,4385965;3472006017,70046
2015-06-25;240,515;243,332;240,365;242,694;17528632,6388889;3462875882,85313
2015-06-26;242,799;243,749;241,553;243,599;13437526,7361111;3465127431,84266
2015-06-27;243,594;251,339;243,117;251,083;15294772,5694444;3520253157,01908
2015-06-28;250,99;251,172;247,434;248,987;20161909,4076655;3572972983,86489
2015-06-29;249,011;257,173;248,581;257,022;22187651,7361111;3614635058,31327
2015-06-30;257,064;267,867;255,946;263,107;44240863,5416667;3761552833,8568
2015-07-01;263,072;265,172;255,774;258,651;34119346,6898955;3727003337,71385
2015-07-02;258,621;261,631;254,116;255,499;24756127,8745645;3683844492,1049
2015-07-03;255,412;257,077;253,505;256,212;19815805,2083333;3663234421,13706
2015-07-04;256,336;261,457;254,2;260,974;16034324,3902439;3689266493,07624
2015-07-05;260,886;274,506;258,701;271,818;24094098,6111111;3787192746,90868
2015-07-06;271,913;277,422;267,6;269,045;51140740,625;3891680097,5197
2015-07-07;269,03;271,341;264,832;266,683;41468115,9722222;3856572198,17083
2015-07-08;266,207;272,971;264,386;270,596;31255541,8118467;3851824306,34596
2015-07-09;270,785;272,335;267,086;269,46;39345489,2361111;3878060812,94019
2015-07-10;269,228;294,591;268,802;285,113;69429058,3333333;4033630287,54101
2015-07-11;284,894;298,506;283,53;293,156;74870459,9303136;4189207068,8456
2015-07-12;293,115;314,394;292,505;311,024;50235119,4444444;4378458027,18454
2015-07-13;310,867;310,948;281,011;292,307;58957635,0694444;4227688955,77033
2015-07-14;292,054;296,147;286,638;287,76;41132833,1010453;4180188781,02161
2015-07-15;287,464;293,248;285,367;286,083;27318135,1916376;4189638938,33662
2015-07-16;285,829;291,183;275,24;278,088;39527362,5;4064526218,62446
2015-07-17;278,089;280,28;272,043;279,544;39498802,0833333;3988992409,23718
2015-07-18;279,472;282,527;274,075;274,724;25752687,0629371;3990952912,66402
2015-07-19;274,901;275,67;272,513;273,469;19522785,0694444;3950558368,78953
2015-07-20;273,614;278,4;272,96;278,4;19547404,5296167;3978464700,20376
2015-07-21;278,981;280,547;275,419;276,232;22669310,1398601;4012537720,99323
2015-07-22;275,833;277,666;274,381;277,259;21250909,4076655;3977694516,3993
2015-07-23;277,222;278,111;275,716;276,06;18202552,4475524;3991791205,50096
2015-07-24;276,049;289,253;275,254;288,404;26650097,5694444;4071289664,68349
2015-07-25;288,278;290,733;286,002;288,756;31245680,4878049;4155420106,68562
2015-07-26;288,697;293,052;287,706;292,627;17192581,5972222;4188780701,17782
2015-07-27;292,686;297,774;287,45;293,647;20556323,6111111;4200723770,97655
2015-07-28;293,624;296,649;293,423;294,411;31264447,9166667;4254411873,59732
2015-07-29;294,427;294,536;288,777;289,591;24167306,6202091;4203881604,67447
2015-07-30;289,59;290,126;286,568;287,861;23203070,4861111;4152637851,86719
2015-07-31;287,722;288,959;282,344;284,501;22897120,1388889;4116606531,04934
2015-08-01;284,65;284,932;278,112;282,013;21090244,7552448;4062571994,92739
2015-08-02;281,601;283,032;277,529;282,624;18426331,25;4036460307,32732
2015-08-03;282,614;285,471;280,233;281,63;18557775,3472222;4092340210,83314
2015-08-04;281,227;285,715;281,225;285,295;22038987,7622378;4108341052,96947
2015-08-05;285,218;285,501;281,488;281,866;20323244,5993031;4087691565,83274
2015-08-06;281,882;281,906;278,403;278,663;19880028,8194444;4046917674,95958
2015-08-07;278,577;280,392;276,366;279,406;27972026,0416667;4036428105,38756
2015-08-08;279,585;279,928;260,71;260,769;44103200,6968641;3962053494,66679
2015-08-09;260,997;267,003;260,468;265,024;50502850;3818054307,66708
2015-08-10;265,083;267,032;262,596;264,404;21354320,1388889;3840443862,60672
2015-08-11;264,47;270,288;264,094;270,288;22344800,3508772;3846556007,72957
2015-08-12;270,386;270,673;265,469;266,358;26951342,5087108;3886604711,69951
2015-08-13;266,376;266,376;262,841;263,978;26108215,9722222;3830153869,90341
2015-08-14;264,08;267,466;261,478;265,781;28338463,5416667;3844308927,6876
2015-08-15;265,68;266,667;261,296;261,495;21429918,815331;3845288527,56625
2015-08-16;261,551;262,44;257,041;258,514;26085360,7638889;3769613399,20459
2015-08-17;258,507;260,505;257,117;257,953;24518308,3333333;3749087429,45396
2015-08-18;257,976;257,993;213,158;213,158;24211892,3611111;3694728189,63787
2015-08-19;211,079;237,409;211,079;226,722;73722867,2535211;3601004319,43063
2015-08-20;226,684;237,365;226,684;235,415;40165256,25;3392198609,60307
2015-08-21;235,35;236,432;231,724;232,759;26371207,6388889;3398106159,97546
2015-08-22;232,569;234,957;222,704;230,484;21269154,5454545;3344725368,42543
2015-08-23;230,39;232,705;225,58;228,383;22717299,6527778;3336706726,02978
2015-08-24;228,169;228,169;210,443;211,394;37027805,9233449;3202009319,59165
2015-08-25;210,495;226,321;199,567;221,676;66128056,5972222;3117026270,19224
2015-08-26;221,609;231,183;220,204;225,817;42959622,2996516;3293439069,07088
2015-08-27;225,831;228,643;223,684;224,557;26334148,2638889;3292432366,48548
2015-08-28;224,769;235,219;220,926;231,477;26266700;3316399144,4835
2015-08-29;231,396;233,222;227,33;229,794;24601361,0526316;3351923495,15903
2015-08-30;229,78;232,068;226,247;228,479;18486029,1666667;3331413176,15228
2015-08-31;228,761;231,956;225,915;230,18;19425363,8888889;3339209561,55149
2015-09-01;230,056;231,216;226,86;228,046;21016034,7222222;3332392081,92424
2015-09-02;228,121;230,577;226,475;229,229;18872423,3449477;3327063509,17007
2015-09-03;229,284;229,605;226,667;227,057;18287290,9722222;3319457636,9637
2015-09-04;227,183;230,9;227,051;230,39;19565909,0277778;3342214923,12075
2015-09-05;230,298;236,143;229,443;235,046;17651482,5174825;3381037777,34849
2015-09-06;235,019;242,912;234,681;239,945;24834405,2083333;3491769005,91942
2015-09-07;239,84;242,106;238,722;240,091;20935074,3055556;3505577412,47493
2015-09-08;239,847;245,781;239,678;243,618;23490186,7132867;3547366742,12335
2015-09-09;243,607;244,416;237,821;238,105;23666228,3216783;3507370075,05558
2015-09-10;238,168;241,293;235,791;238,596;21134668,0555556;3483783754,92824
2015-09-11;238,477;241,169;238,329;240,17;19514997,9166667;3501850321,74525
2015-09-12;240,107;240,124;234,754;235,184;16538520,4225352;3478113453,56046
2015-09-13;235,229;235,935;229,332;230,809;16921613,8888889;3405790648,0408
2015-09-14;230,512;232,44;227,961;230,656;19927519,4444444;3369346120,39147
2015-09-15;230,644;259,182;229,822;230,381;19292579,4425087;3375201202,54396
2015-09-16;230,304;231,215;227,402;229,063;17816091,3194444;3350993856,70708
2015-09-17;229,091;230,285;228,926;229,81;18529060;3355717947,31261
2015-09-18;233,521;234,353;232,185;233,025;21126184,9765258;3468294354,27061
2015-09-19;232,975;233,205;231,089;231,487;15088496,8309859;3392054056,15142
2015-09-20;231,493;232,365;230,91;231,151;12879303,6630037;3386392978,47664
2015-09-21;231,212;231,217;226,521;226,888;15932627,9166667;3347021676,06961
2015-09-22;227,085;232,386;225,117;230,586;22136126,0416667;3354035375,38878
2015-09-23;230,618;231,835;229,591;230,3;19460994,7916667;3384436831,49192
2015-09-24;230,283;235,649;230,283;234,536;19556779,7909408;3407557063,06208
2015-09-25;234,529;237,427;233,684;235,208;24218559,0106007;3449317759,94226
2015-09-26;235,144;235,403;233,358;234,384;16023002,2140221;3433803961,70264
2015-09-27;234,34;234,526;232,476;232,748;12785728,9198606;3420831175,03199
2015-09-28;232,757;239,339;232,467;239,167;19440906,271777;3478178242,57095
2015-09-29;239,142;239,802;235,928;236,549;22933651,3888889;3485072432,95029
2015-09-30;236,687;237,734;235,629;236,083;20103280,9027778;3472733364,12859
2015-10-01;236,06;238,445;235,616;237,551;18213744,2508711;3474166610,27119
2015-10-02;237,549;238,541;236,603;237,319;19380980,2083333;3481225891,7275
2015-10-03;237,293;239,315;236,944;238,795;17689594,3859649;3495593907,02797
2015-10-04;238,73;238,968;237,94;238,199;12822948,0836237;3499140396,39957
2015-10-05;238,259;240,382;237,035;240,24;15899712,1527778;3502225263,69993
2015-10-06;240,383;246,935;240,136;246,044;25082222,9965157;3567769843,84057
2015-10-07;246,063;246,681;242,585;242,881;24311110,7638889;3601844703,77345
2015-10-08;242,969;244,251;242,179;242,402;19644720,2090592;3578798260,44419
2015-10-09;242,304;244,228;242,122;243,952;18043592,7083333;3581397472,15753
2015-10-10;243,931;245,319;243,074;244,885;15788632,9824561;3588105668,07089
2015-10-11;244,941;247,243;244,152;247,128;12472500,3484321;3603572626,17625
2015-10-12;247,05;247,454;245,179;245,323;17202200,3472222;3622135067,51707
2015-10-13;245,308;250,236;243,757;249,332;23010840,9722222;3638469290,71374
2015-10-14;249,508;254,275;248,903;252,077;25124056,25;3691972675,4392
2015-10-15;251,989;255,962;251,989;254,381;26143765,034965;3741624053,53425
2015-10-16;254,32;266,135;253,926;262,606;26338864,2361111;3816867599,17497
2015-10-17;262,869;273,578;262,367;271,089;41431214,3859649;3954395115,18774
2015-10-18;270,64;271,668;260,777;261,688;31128002,4390244;3924552350,9563
2015-10-19;261,643;264,82;260,951;263,468;23976929,5138889;3879586602,75342
2015-10-20;263,437;270,835;263,227;269,461;26220981,25;3928991875,97457
2015-10-21;269,463;270,77;263,839;266,32;28068421,1805556;3940680209,10399
2015-10-22;266,272;276,51;266,135;273,877;28095536,2369338;4001193271,59247
2015-10-23;274,023;278,684;273,543;276,519;34092928,4722222;4064783062,86266
2015-10-24;276,496;281,706;276,496;281,706;25897662,0567376;4112313262,85038
2015-10-25;281,654;294,059;281,445;283,117;35022877,0034843;4255002023,4579
2015-10-26;283,68;285,288;280,51;285,288;39087900,3472222;4184996198,09562
2015-10-27;285,3;296,212;285,008;293,742;35763302,4305556;4293461062,01022
2015-10-28;293,788;306,331;293,703;304,859;47863420,8333333;4436434579,26186
2015-10-29;304,618;318,17;301,823;313,812;53173441,1149826;4567816669,78963
2015-10-30;313,855;334,169;313,855;328,017;79727297,9166667;4804192342,61703
2015-10-31;328,015;332,777;309,251;314,036;54392383,6298932;4782176132,13298
2015-11-01;314,166;327,472;311,881;325,732;41637300,7272727;4710677883,01185
2015-11-02;325,431;365,36;323,209;360,628;53638704,5138889;4973156580,30645
2015-11-03;361,189;417,9;357,647;401,146;154700204,861111;5676572206,71465
2015-11-04;403,417;495,562;380,548;408,892;251996468,531469;6644367258,22855
2015-11-05;411,563;447,561;374,581;387,637;237329668,989547;5890261318,74212
2015-11-06;386,354;395,836;354,025;373,859;131053840,277778;5544123550,1466
2015-11-07;374,47;390,586;372,433;386,924;85262910,6761566;5685782721,72101
2015-11-08;386,482;389,895;368,7;372,318;46539497,2125436;5654372974,50975
2015-11-09;373,368;385,278;362,895;381,337;63289501,3888889;5584554545,01688
2015-11-10;380,257;381,387;329,108;336,634;67108653,8194444;5421135264,70543
2015-11-11;336,819;340,585;300,997;310,995;120804313,541667;4729199269,05122
2015-11-12;311,084;345,081;311,084;338,853;84015147,0383275;4910854921,14805
2015-11-13;338,152;340,914;326,075;336,248;61142601,7361111;4954790794,32947
2015-11-14;336,753;338,181;329,97;332,782;41635078,4946237;4947129607,10824
2015-11-15;332,906;334,662;317,49;320,231;36447526,1324042;4879565201,58642
2015-11-16;320,166;331,626;315,905;330,709;45901991,3194444;4778610936,14683
2015-11-17;330,751;338,35;329,614;335,036;54334467,3611111;4957654927,25301
2015-11-18;335,094;336,531;330,64;334,331;43052275,6944444;4946246084,76427
2015-11-19;334,59;335,334;325,273;326,053;41007184,3205575;4918064227,46431
2015-11-20;326,149;326,473;312,217;322,161;52544110,7638889;4761721884,58926
2015-11-21;322,022;328,159;319,595;326,648;34506477,9783394;4831801193,96903
2015-11-22;326,927;327,01;321,259;324,223;22014492,3344948;4825223548,61936
2015-11-23;324,536;325,118;321,29;323,006;22926050;4804742507,62149
2015-11-24;323,046;323,058;318,118;320,041;27718850,8710801;4776178105,18972
2015-11-25;320,046;329,134;316,77;328,389;30612319,4444444;4801553834,46325
2015-11-26;328,206;366,757;328,206;355,142;71506312,543554;5100018354,54731
2015-11-27;352,684;363,589;347,87;358,425;86087472,6495727;5286533809,50483
2015-11-28;358,042;359,536;352,172;356,919;45930853,4722222;5279200630,65074
2015-11-29;357,381;371,939;355,666;371,419;29357043,902439;5375522724,18114
2015-11-30;371,294;382,363;370,383;377,327;61575248,9583333;5616721532,51647
2015-12-01;377,321;378,931;356,563;362,387;61369346,1805556;5479146309,50021
2015-12-02;362,488;362,488;349,465;358,833;56736956,5972222;5294300773,79994
2015-12-03;359,187;370,275;357,412;361,126;50140700;5399129236,18625
2015-12-04;361,046;363,516;355,757;363,079;39801660,7638889;5379184968,99887
2015-12-05;363,183;389,785;363,183;388,868;45316424,3055556;5604586876,75936
2015-12-06;388,949;402,809;387,089;391,638;80077871,0801394;5898394790,84889
2015-12-07;388,783;399,969;385,411;395,685;64455691,3194444;5902292312,71888
2015-12-08;395,536;413,109;389,95;413,109;50380537,5;5904127624,11922
2015-12-09;415,563;423,12;406,291;417,255;82312905,9027778;6213110149,82664
2015-12-10;417,563;419,509;411,548;415,613;65999860,6271777;6215762362,19001
2015-12-11;415,479;451,693;415,281;450,679;70036260,0694444;6452226900,15819
2015-12-12;451,938;469,103;410,741;435,858;142485892,361111;6464516410,66419
2015-12-13;434,997;441,68;426,268;434,394;72788291,9860627;6464824793,82046
2015-12-14;433,755;447,142;430,456;444,357;87632544,0972222;6595165453,66774
2015-12-15;444,182;464,614;443,878;464,106;113118267,247387;6830070804,74648
2015-12-16;465,321;465,321;443,851;454,782;94057844,7552448;6831053436,8967
2015-12-17;454,934;457,86;448,858;456,317;72551710,1045296;6807764689,90991
2015-12-18;456,078;465,177;454,94;463,668;50633412,7208481;6880456208,47611
2015-12-19;463,616;465,581;456,765;462,134;48838551,7361111;6932344211,49066
2015-12-20;462,322;462,645;434,338;442,363;50902692,6829268;6798115420,85977
2015-12-21;442,685;444,729;427,312;438,556;88107037,8472222;6557705245,99499
2015-12-22;438,639;443,688;435,516;437,281;57414272,8222997;6565050779,10201
2015-12-23;436,572;444,529;436,572;442,111;46733400;6609550062,86716
2015-12-24;442,401;458,456;442,401;455,101;53938273,8675958;6823069584,84864
2015-12-25;454,985;458,305;452,075;455,525;44268511,8055556;6828339295,34801
2015-12-26;455,653;457,489;405,76;417,869;69597641,3194444;6457040239,24987
2015-12-27;417,274;424,007;408,883;422,223;88046795,1219512;6267467002,28587
2015-12-28;422,823;429,769;418,481;422,344;47622725,6944444;6389073438,49827
2015-12-29;422,279;432,343;420,627;432,343;45708977,7777778;6389694292,45779
2015-12-30;432,983;434,387;422,084;426,371;50824360,0694444;6456294906,06622
